customer_id,is_dashpass,acquisition_channel,device_type,city,signup_date
482441ea6a06b1f72fe9784756c0ea75,False,paid_search,Web,San Francisco,2024-03-28
4390ddbb6276a66ff1736a6710205dca,False,email,Android,Austin,2024-10-09
a5844ba4bfc8d0cc61d13027c7e63bcc,True,paid_social,iOS,Boston,2024-09-01
5f102dd37243f152aec3607970aad100,False,paid_search,Android,Miami,2024-09-15
9c0096673baf55453a50073f12d1a37f,False,paid_social,iOS,Boston,2024-10-22
2e6a42a9b5cbb0da62988694f18ee295,False,organic_search,iOS,Chicago,2025-02-14
4d221875624017bc47b4d1ce7314a5b7,False,email,Web,Los Angeles,2024-08-02
a8654e2af5da6bb72f52c22b164855e1,False,paid_search,Android,Boston,2024-08-19
424aca6872c5bab80780a8dec03b7516,False,paid_search,iOS,Los Angeles,2024-12-16
bf4862777db128507e9efcc789215e9b,False,paid_search,Android,San Francisco,2024-04-06
e9dd12dca17352644a959d9dea133935,True,email,iOS,Austin,2024-07-17
e079b18794454de9d2be5c12b4392294,True,referral,Web,Chicago,2024-07-15
ef07ba9aa5226f77264ffa5762b2280b,False,organic_search,Web,Phoenix,2024-08-20
85d234692f7bee8d6fea586e237334b6,False,paid_search,Web,Houston,2024-08-02
fe3634ccefbcdb0537b45fd589e32e8e,True,paid_social,Web,Boston,2024-12-29
40febde16f4718a5def537786473b0be,False,paid_search,Android,Austin,2025-01-14
07d190f123147d9e89d4b922543d7948,True,referral,Android,Houston,2024-09-21
dd992305cba295d997f263dbdf4e8c2e,True,paid_search,iOS,Los Angeles,2024-08-11
86085586aaa8c5f47ed0b400da64c59d,False,organic_search,Web,Chicago,2024-04-29
5ad58a4e6a1a656b6bed070cadbaa003,True,email,Web,Chicago,2024-04-27
c9158d089637ab443c78984d20da7fc0,False,paid_search,Android,Houston,2024-12-17
66cc90195ca44cc7ac6a1cd0e1e1e7b2,False,paid_social,Web,Phoenix,2024-08-06
91ec50a00ae74d0a229d2efdf4344e1e,False,referral,Android,Boston,2024-08-20
d251c190ca75786e9ab937982d60d1d4,False,paid_social,iOS,Los Angeles,2024-12-29
233896de79986082f1f479f1f85281cb,False,paid_search,Web,Houston,2025-01-16
a8ae36a2bb6c2bbc3b5d62ede131c9ef,False,organic_search,iOS,New York,2024-12-05
8d46223c91cbeb93e0930ca8bd8ffca2,False,organic_search,Android,Los Angeles,2024-08-01
e021e698833bdeb89dfef3acb2e91f37,False,referral,Web,Austin,2024-07-02
27cf4b153010911a0957150255a6c6db,False,paid_social,Web,Miami,2024-09-19
7ce5b57a120a2da6a804afa58ffcbfb5,False,paid_social,Android,Seattle,2024-03-31
d33eeadf54cb883e79be640f38c32cdc,True,organic_search,Web,Seattle,2024-03-29
3da7750bf3c1dbd724624a60a9f5942b,False,email,Android,New York,2024-07-22
d85547cd859833520b311b4458a14c1c,False,organic_search,iOS,Seattle,2024-03-28
3af0b2f7654f613ff1527b997a2ac57e,False,organic_search,iOS,Houston,2025-01-27
3d49f4455a3947c8dd7e972b3ad8cb76,True,email,iOS,Seattle,2024-07-25
b03e9d9818ee170e9d6b983803c7d406,True,email,iOS,Los Angeles,2024-07-16
a302a693d5722d95984e6472150b9391,False,paid_search,iOS,New York,2025-02-02
c80da60feddb7cf8325bd104032e314a,False,paid_search,iOS,Los Angeles,2024-11-18
a2b8841410cf77619574d311cd06fd5e,False,paid_social,iOS,Seattle,2024-09-08
7677c213007e9a6ec9267ea50b5ce5bc,False,paid_social,Android,New York,2024-10-01
0c17f9ac28cbd7323f0f4043e9db5907,True,organic_search,Android,Phoenix,2024-12-29
332cf4e83e16004ba7dca932ce82475b,False,email,Android,Seattle,2024-07-28
0d516ca029d6a28d5cfddd80b27a26dc,False,paid_search,Web,Austin,2024-03-22
b3548d0cec408ae13d143bb4eeebaa6c,True,referral,iOS,New York,2024-03-19
c3293e875ffb1116018edf76d24e52a2,False,paid_search,iOS,San Francisco,2024-07-09
d89e05e2d23c3d8247aeecd07758004b,True,paid_search,Android,Boston,2025-02-14
dad5018ffc0de85eb72f72575b552784,False,paid_search,iOS,New York,2024-07-31
95700615deef776ed32faa08f0be634e,False,organic_search,iOS,Los Angeles,2025-01-14
b157c176c3fe04914fde33f2dc8b878a,False,paid_social,Android,Los Angeles,2025-02-26
d4397835ae287e492b186d497099439a,False,paid_search,iOS,Miami,2024-04-04
76b029c87118a29f2e3de420f5ec2fa2,False,paid_search,iOS,Seattle,2024-10-17
7eaa86786b5955ab188db287f4726d79,False,paid_search,Web,San Francisco,2024-10-26
b436a108536c1dabbc1d3e808d782df9,False,paid_social,Web,San Francisco,2024-04-19
cd076285a12f40041b32f5ad8c98699f,False,email,iOS,Phoenix,2024-06-26
cf6d4152d758efc43910e0141ae5b912,False,organic_search,iOS,Austin,2024-06-26
468d559ef2dcd2bea6d8db78959fb90f,False,paid_search,iOS,Los Angeles,2024-04-16
7556f182460418cf30957e6ce377c674,False,paid_search,Android,Chicago,2024-08-08
e5dbefdfdf3eff75c8e6cd655f128279,False,organic_search,iOS,San Francisco,2024-09-02
67d21c8bea9d6017d1b124d3879dd815,False,email,Web,Phoenix,2024-09-21
fd2d5fdb84e65fa6b54b98b0e2df5645,False,paid_search,iOS,Boston,2024-07-23
d491a65a6ef3c04e145d37395996bad7,False,organic_search,iOS,Phoenix,2024-12-01
6edd17d0a29e2d4057e694afee5eaa3b,True,organic_search,Web,Boston,2025-03-11
bf6e263ffc1f89999827615522b0aa45,True,referral,Web,Houston,2024-12-03
6d3f61e35d0422fd8cae65b1798784be,False,paid_social,Web,Phoenix,2024-09-05
a9a77b4e25980b7ca58cb71f878abb27,False,referral,iOS,Los Angeles,2024-10-19
eca666aec08df69fe31aa9a11d4a3302,False,referral,iOS,New York,2024-05-23
7a380cb5434e6b6b5b37d45bb99dbe8a,False,paid_social,Web,Phoenix,2024-12-10
463093247faa080167d77f2e6d1b297d,True,email,Web,Seattle,2024-09-22
914b142462685e3161cf3a9f4152a028,False,organic_search,iOS,Chicago,2024-09-07
e235442a956c524e6c141141171f5801,False,referral,Web,Boston,2024-03-15
4a4de987b37555970ffcc9608d858a72,True,paid_social,iOS,Phoenix,2025-01-12
44e9a1246448bd68a2e3bf0f1966c57a,False,organic_search,Android,Houston,2025-03-08
b4d6e1b900d99b52e901860bc1f44e35,False,organic_search,Android,Boston,2024-07-18
809353196a0456095716566dd226bb48,False,email,Web,Chicago,2024-05-11
9e1f719fe5b17b9c51905fee6d6385c1,False,paid_social,iOS,Chicago,2024-06-27
94b731a41867b47c3856e324840c4c99,False,organic_search,iOS,San Francisco,2024-05-28
694cb45ff29b603ac2acd51016770097,False,email,Web,Houston,2024-12-19
9dbb05f5577e862337b93feb8f358839,False,organic_search,Android,New York,2024-09-22
2b6082a140c439e2df870c85b0aa5e88,False,paid_social,iOS,Austin,2024-12-29
eab761ccdba80c5b9a7f01b16543da0f,False,paid_social,iOS,New York,2024-06-12
4071d48a2d0d0bf179c06fc42b962e1f,False,email,Android,Phoenix,2024-03-26
90d479448b39ad9586d05da64cfb695b,False,referral,Android,Boston,2024-07-25
7b24d0e6584ac5a21ec1256d96965500,False,paid_search,Android,New York,2024-08-10
7981196c7252350915beb9a7367d40b2,True,referral,iOS,Miami,2024-07-17
9d0ac1cdbfc919d676e2c2377abb32c1,False,referral,iOS,Los Angeles,2024-06-22
b1a049b952fdc19b69b2865c29986b9c,False,referral,Web,San Francisco,2024-12-23
1f6d48610f32c723924f9af3e88f1c64,False,paid_search,iOS,Seattle,2024-03-24
fa7e6f153b7724fda5c1d7cc7b9ae4ec,False,paid_social,Android,New York,2024-11-16
8728c766c84eeda24b3e54fe6e632051,False,organic_search,Web,Boston,2024-10-20
4bc7250d4b42b3374eb6f41b12429592,False,paid_social,Android,Seattle,2025-02-24
29f61e71b90b55a988f45a66bb91bfb7,True,referral,Web,San Francisco,2024-08-17
13ac6da47fef1b17b16f511e03b57918,False,organic_search,Web,Phoenix,2024-06-06
9553802042571deac62d5789ed18a241,False,email,Android,Seattle,2024-04-24
37e1a83b513512531032b4a9c43bab5d,False,paid_search,iOS,Houston,2024-08-23
60f874c577dc096ecd52bd0bf6bd5942,False,email,Web,Chicago,2024-09-01
eabd76f3506262b0db0dda1d48394a9b,False,referral,Android,Boston,2024-03-31
93bf5d4e752358fa9ea738ebf793cb79,False,referral,Android,Houston,2024-09-03
24a5c2b24a4467c37e2f54c1b311de93,False,paid_search,Web,San Francisco,2024-09-20
54fccbde5e005f2dbc6ad8d5473c9ac7,False,email,Web,Houston,2025-01-09
1bdff446efb5846d0969eaf8978d4342,False,paid_social,Web,Los Angeles,2024-07-22
52e57dd9218d99ea21b26f00c9151761,False,paid_search,Android,Los Angeles,2025-02-03
d04c37e1699d05ba4f5fe7cf2bffc97a,False,paid_social,Web,Phoenix,2024-04-24
82e96a74eeb99b61395a1403630fe437,False,paid_social,iOS,New York,2024-04-12
7b3b8cf6cef1b5fb3f47348a33cd6d42,True,email,Web,Los Angeles,2024-12-22
f32cdbbeca0aba5358bddc018dd12b09,False,paid_search,iOS,Seattle,2024-06-12
2e61eefc516ee26837d29fd3d76530fa,False,paid_social,iOS,New York,2024-05-23
ca19a17e381182923b66007a351574b7,False,organic_search,Android,Houston,2024-04-08
96b1c916f245f2462efcde3fce04bc3e,True,paid_search,Android,New York,2025-02-22
5ece49e012285b9003d084a4ea8a9c94,False,organic_search,Android,Chicago,2024-07-20
5d348bbc0f1a5cc45c3e4b93b8c9f802,False,paid_search,Web,Miami,2024-06-04
b6c083700ca8c135ba9f0f132930d4e8,False,email,Web,Boston,2024-05-14
1a7a10e9273fca58179bdd0d40843b0c,False,paid_search,Android,Chicago,2025-01-08
f34cd7fd85a1f8baff886edf09567be3,False,email,Android,Phoenix,2025-03-02
67626c49069bdf05ff127d59a6649948,False,referral,Web,Austin,2024-05-13
56636fd22de1a315b8a50d45cf94d859,False,referral,Android,Los Angeles,2025-02-24
34c6f984b590bbfe3d4d6c76007c0b1c,False,paid_social,Android,San Francisco,2024-10-10
9bbfdf9f7f65b58481e1ed110a2eed46,False,paid_search,iOS,Chicago,2024-10-23
0567f279c243671842613f581ed3462c,True,email,Web,Chicago,2024-10-09
30a7c7292c38ac22477fcb75306ac4ef,False,organic_search,Android,Seattle,2025-03-03
ba66b6edd0756a62cb11be4d4655ed32,False,email,Android,New York,2024-04-26
91e6fd64694fa9a828270d442ba88e03,False,email,Android,Miami,2025-01-24
87edab6661956d4d2f05e205251cf1a4,False,organic_search,Web,Seattle,2024-11-21
1d4626b197f66aa6129c135ab09f1a7b,False,referral,Android,Seattle,2024-07-01
bb50112c998293f45f49f49704165768,False,email,Web,Boston,2025-03-09
113bdaf5255ce5a458057ebf9975befb,False,paid_social,Android,Houston,2024-04-12
7aeb8dc11cd50c32f37fea0435c4e9b1,False,email,iOS,Seattle,2024-11-04
b778de6d690edae39654f4444e081771,False,email,Web,Chicago,2024-11-25
ef6b4c0581dbf34e6eb5e33e0094c445,False,paid_social,Web,Boston,2024-03-18
8dfb24fac32ec7170821d2be63fa9c1c,True,email,Web,Miami,2024-10-09
be1e99a0c57d7c3c699cfc4db26c8edf,False,organic_search,Web,Seattle,2024-09-14
337691bc9242e1d53d521ed78a12ab8d,True,email,iOS,New York,2024-06-06
05aa2ef3623cdba9ca3e83b91f1eee5c,False,referral,iOS,Austin,2024-10-07
466c3a741a952640c1984a48ebbffbf9,False,email,Android,Seattle,2024-04-23
09f54e88196d12eba479017f13f0e237,False,organic_search,Android,New York,2024-04-28
b49d79cdef655bb4cdf8223390c20524,False,organic_search,Android,Houston,2024-09-12
ad28944afc91824e30366a595654aaa4,False,organic_search,iOS,Houston,2024-04-15
0b48151c4ac827afeee06ce2d77cc343,True,organic_search,Web,Chicago,2024-05-30
755bdc2822a8f01cfcec19ae4dcaae66,False,email,Web,Los Angeles,2025-03-13
a4813c3f53f0652da225d8410cc615a0,False,paid_social,Android,Phoenix,2024-08-11
2eac18b475d7d985f0ab52b9c010f59f,False,paid_social,Web,Miami,2024-09-16
de53649541ad2006de823720ad65ca77,False,organic_search,iOS,Phoenix,2024-03-17
610d3e47ad4921adc40aa9fd6bbeeaa5,True,organic_search,Android,Miami,2024-04-30
1da2a3343d3e10a969375849ac5b7f1f,False,email,Android,Houston,2025-02-28
3321a75303831a580b0973bbf54900da,True,paid_social,iOS,Phoenix,2024-12-29
7a78c6e53163e36c68d2f22f5909b0eb,False,paid_search,iOS,Miami,2025-01-30
629fb99609e4613c746af4eaa455c91a,False,referral,Web,Seattle,2024-10-24
a296df1cf7557b871094bda3d269972e,False,organic_search,Web,San Francisco,2024-05-04
237c219a24b6a3183a216a5ca00f6edf,True,email,Android,Los Angeles,2024-07-10
49d79c76cf12065b7a08103cdba3e1b8,False,referral,Web,Austin,2024-07-20
59150cde6405fb8f31f6dd1882d15754,False,email,iOS,Boston,2024-04-22
a05262e3e3de722e0a42cfa3b48e622c,False,referral,Web,Boston,2024-06-03
f62f269f9ce7c41d20a90f70df873f42,False,email,Android,Miami,2025-02-06
6e4188c01246d30b20d17a1ed42094fe,False,paid_social,iOS,Phoenix,2024-04-02
8377420a8b3549f6f40dca93815ee602,False,paid_social,Android,Miami,2024-06-10
43676e9993577d1991036ea6720213de,False,email,Android,New York,2024-11-30
8dc17b53543ee0ff19970896cfc6c750,False,referral,iOS,Austin,2024-07-15
dc643b60537f44f35b2f91610ea64153,False,referral,Android,Phoenix,2025-01-23
f1a7919983d547880b4111fd4f77c74d,False,referral,Web,New York,2024-11-21
fd3c867c2bcd048675609cf2b0f1aedb,False,paid_social,iOS,Houston,2024-05-29
05292bc3f6db7fd79133285a32a82d53,False,email,Web,Houston,2024-06-04
7530369a1ddf13882910895b0559423d,False,email,Android,New York,2024-06-17
a43149b43ab4253753f89fb6909d1371,True,paid_social,Android,Houston,2024-05-10
c230d0a507ccf302b339305e2acf3376,False,paid_search,Android,Austin,2024-09-27
58e1140fb8f15f1a010d01a34bfbf77d,False,referral,Android,Boston,2024-10-19
9316f45a5da8403a5938bd6069b1a4a7,False,email,Android,Phoenix,2025-02-28
1605a6c5d93d3488fb621c5323930795,False,organic_search,Web,Houston,2025-01-21
25775ec7ac8aff278f093e8614bb3331,False,paid_search,Web,Chicago,2024-11-23
317a5bc8cf58c4401e221c74d7a51982,True,email,Android,Miami,2024-11-17
95363f351776a3f8a43145c79a046053,False,paid_search,Web,Phoenix,2024-07-11
ed62ab8aab76f4d4efc4344ba5ef3a6d,False,paid_social,Android,Houston,2025-01-25
f8f338d24407d8c6da17ada8bf6eb613,False,referral,iOS,Boston,2024-06-27
ce900bc17b3e45ec05956db418d86207,True,organic_search,iOS,Boston,2025-02-27
a5c133a6a95d06f06939fd961fb8a0c3,False,paid_social,Web,Austin,2024-07-30
7cc3f51930537216ff70ecdc8f506a37,True,organic_search,Web,Phoenix,2024-12-17
0d77d20b2c7c92602b0c4ec4fe5997af,False,email,Android,Chicago,2024-08-30
a40096fc0a3862e9e12bc55b5f8e6ab2,False,referral,Android,Los Angeles,2024-07-17
c68949b701afe5343ce845dd492772e8,False,email,Android,Los Angeles,2025-01-07
4f6d635ff2fd4e30ff5369a7b943eb22,False,organic_search,iOS,Chicago,2024-10-07
226c621e6babfecac4e9e776382c77aa,False,referral,iOS,Houston,2025-03-09
ca87392503c5a503ff16afc9344ebbe0,True,email,Web,Miami,2024-03-15
e9adf7ea1e1dbb166b5024015154104b,False,paid_social,Web,Seattle,2024-12-18
691d75928efd2c5dd34b678f19783c28,False,email,Android,Miami,2024-11-06
6ad430c5fac5e72b42f74af4ad7e98f3,False,referral,Web,Miami,2024-03-31
28da048f094c0c9cbbc5412bcf41b6b0,True,organic_search,iOS,Houston,2024-11-05
2c4f12ef543ba44eead3e3a43c229c11,False,organic_search,iOS,Houston,2024-11-03
3e8f3e58aafa9bb38d7b2ace611ff6af,True,organic_search,iOS,New York,2024-08-03
b73b575cfe44692948a64dbdd55703f2,False,paid_search,Android,Phoenix,2024-11-21
dc77e5e1396c807043f506f794d8fd1e,True,referral,Web,Phoenix,2024-05-05
ec6a3d80eab7e27f7ee8efeb6839eee9,False,email,iOS,Houston,2024-07-31
bbbea7f167264b7236e4459dcb0a8838,False,paid_search,Web,Houston,2024-03-19
c555d42202667b1e09e50e7667b6a663,False,paid_search,iOS,Chicago,2025-03-09
000ec5bff359e1c0ad76a81a45cb598f,False,paid_social,iOS,New York,2025-02-13
4df9aee56fa602c72756abb22ee60b17,True,referral,Web,Miami,2024-10-19
9d85c39a38a86ed13978803d7560c612,False,email,iOS,Austin,2024-09-08
4c592d97ec529a019883285afe424187,False,email,Android,Boston,2024-03-21
ef2994ab5e93b358146005d4d3db4880,False,email,iOS,Miami,2024-06-25
533959cf0ee1554e269d8cc79f12a7d1,True,email,Web,San Francisco,2024-07-17
3cf7c427d21f1f414a8bfceac52e4c58,False,organic_search,iOS,Houston,2025-02-13
b5d37c728f9ea12eae24f87212cf90fa,False,paid_search,Web,New York,2024-11-12
e44a59cd3178714eaf095face6112af5,False,referral,Web,New York,2024-04-11
941590fb8aef66b3a8352fe7c691879e,False,paid_social,Android,Boston,2024-08-10
9f67d6145893e41e7ada2e646b84f658,False,referral,iOS,Miami,2025-01-06
fc0a9229ea43fea6c9f9d79c06761a1e,False,email,iOS,Austin,2025-02-28
14e66b7268fef09f5183f5e3a84cdd91,False,referral,Android,Los Angeles,2024-06-26
212c759d8c4f2d4d9d6fd4c7de0afbb3,False,referral,Android,Austin,2024-09-10
3a62a4803c77457a96c996a9db36a662,False,email,Web,New York,2024-05-15
9ccfff93c79f3dd996cce15f26480c5b,False,referral,Android,San Francisco,2024-10-24
184ff574579b06c07152f2ba4ae74106,True,email,Web,New York,2024-11-11
84032c13e75382a35c99ae73156b30b9,False,paid_search,Android,Seattle,2024-06-12
d10582c312d1c3a03ed8ea136273c54d,True,paid_search,Android,Miami,2024-07-25
97dc91f9e896442f6ac9650bb2a9b594,False,email,iOS,Houston,2024-07-09
5aa54d66adf169b992129dd4456b048a,False,paid_social,Android,Austin,2024-05-18
cb296f03ccd21cfcb3ba0778c4f3b7d9,False,email,iOS,New York,2024-10-17
803c9b252709beca97a308a9197371ff,False,paid_search,iOS,Chicago,2024-09-21
717aa48025662fcf27ddebbecc5f782b,False,organic_search,Web,Seattle,2024-06-19
d197a184e01ac46e6cb6596185bd4db0,True,organic_search,Android,Los Angeles,2024-12-17
75d62b9a2050292984f91605099ca0c6,False,paid_social,Android,Phoenix,2024-07-23
9aff27e32725e7f7c395e0a79a5d173d,False,referral,Android,Austin,2024-07-25
b6cdccfa64579c957a905fe68bd435c3,False,paid_social,Android,Boston,2024-11-03
2767ebe1fedf70562aa588a37a23080a,True,paid_social,Web,Boston,2024-05-30
05c567475380140907b9ca53ba1dcfeb,False,paid_social,iOS,Phoenix,2024-05-27
2c77113623e849d30d75a10480b57108,False,email,Android,Boston,2024-10-30
0ec8a2bcaa8e0b1ca282f7baf9d89513,False,organic_search,Android,Phoenix,2024-10-30
1b8b8c36e0ae8744756d6db86ebca373,False,paid_search,Web,Austin,2025-01-06
56d30b9f16c42d707d89967161296a04,False,email,Web,Austin,2024-10-25
8c8fccc50566baaed602e3775d9d5665,False,paid_search,Web,Seattle,2024-12-16
79051ee5ee98c4bd6982e67e2e79dbcb,False,referral,iOS,Houston,2024-08-22
52b0e4c820d4bf6ff9b2f4ca48514319,False,paid_social,Android,New York,2024-07-30
5bd72a5ba72683010f8385cff8bb92fd,False,email,Web,Seattle,2024-04-01
39e2788db03e5eaeb2935a7e479682c6,False,paid_social,Android,New York,2024-03-20
99e36749c5c84dc56b13138caac13b55,True,paid_search,Android,Los Angeles,2024-12-18
9a855ffadc7ac38bd30515d077c31fbb,False,email,iOS,Boston,2024-06-10
09d4fed6320030973607491be508c075,False,organic_search,Web,Chicago,2025-01-30
20bb1d9431264f331e47b2da94991eaf,False,paid_social,iOS,Austin,2024-09-30
2274251ce58a8304f8e9b8380db47018,False,referral,Android,Miami,2024-07-14
be4656d02bf1e9d6663764ac9c7909ef,False,organic_search,Android,Boston,2024-06-04
801b53359d2880a9bff63574103fb74c,False,referral,Web,Austin,2024-07-20
9cea402fce863ec4bee5af27306e213d,False,organic_search,Web,Los Angeles,2024-11-06
c1c2fffe3d49911803df2e157bee7aa0,False,referral,iOS,Los Angeles,2024-08-22
a99021699fda65c2b84a3fb596a4c32b,False,organic_search,Web,Los Angeles,2024-11-07
55d8e264560be17cdd7eb91a613d887a,False,referral,iOS,New York,2025-01-10
8c2a5c47e0c02478c440038904724cd5,False,organic_search,Android,San Francisco,2024-03-25
0d8f0706c0d71cb8f6d957dad3023fc2,False,paid_social,iOS,Boston,2025-01-14
29ea68ebb3474676eee3322428dcb0af,False,paid_social,iOS,Chicago,2024-11-16
23c130edd9a7adeb635bb365f7478154,True,email,Web,Houston,2024-07-25
b0b18bfffa6a1fb823a25a9167e6877c,False,paid_search,iOS,Houston,2024-10-09
323630f1bddac4dc06bf3bdeb90dbe36,False,referral,Android,Phoenix,2025-03-05
b621cb89890e2b002aada225e7c5eaf5,False,email,Android,Boston,2024-12-10
53b5f3ee447865c2de22e4814ef70bbe,True,email,Android,Miami,2024-07-21
c98cc8ac7311ad123e723f5caef4c1e3,False,email,Web,Phoenix,2025-02-13
6ec999e67c5e05c33554a4ba2db847bb,False,referral,iOS,Seattle,2024-08-11
b6cbe1a8674ee23e9fb086e3c61677b8,False,organic_search,iOS,Seattle,2024-06-24
4d0063e13c579513a5892115c789682a,False,paid_search,Android,Phoenix,2025-01-27
01ecc1f1f21f05d0736c99d92646f132,True,email,Android,New York,2024-12-18
aaf2d0137050d06ef2c8752f35c0d936,False,organic_search,Web,Austin,2025-01-07
b5e4462426d75ffafaf0b1a6c912b257,False,referral,iOS,Miami,2024-10-20
bd64e82a5bf0ad0166ad7c72b302bbe4,False,paid_social,Web,Houston,2024-11-04
22745c06a87ddc1142c22ce98c5bf8d1,False,paid_social,Web,Los Angeles,2024-09-25
f96176e892232662d1c1c5896a94e035,False,organic_search,Android,Austin,2024-11-12
34b0cd95480e55c2a701293a2b9671b3,True,referral,Web,Chicago,2024-11-25
f054e8c1cbcf5e89ddd9b615c349936b,True,referral,Android,Seattle,2024-10-14
9072b46e3b68961565477d90b24092e9,True,paid_social,Web,San Francisco,2024-05-12
0bf7dfff65267867de74cb029fdd6a75,False,referral,iOS,Phoenix,2025-01-16
b6fda72bacd286a8ac316325ddb5be90,False,email,Android,San Francisco,2024-08-30
027ef1dce56b52802c3d35cd5beda928,False,email,iOS,Chicago,2025-02-02
4d0bd25308e9d7d0a301223f3d814f85,False,paid_social,Web,Seattle,2024-08-18
0071f46a072a9ae25bbe4438b15efe9c,False,paid_search,Android,Los Angeles,2024-10-01
316d6ccdf24ac783b5e4ccdff8506af9,False,organic_search,Android,Boston,2025-02-03
50aef30dabc7aca975dbdec85dcb848f,True,referral,Web,Phoenix,2024-10-01
016a5760b723a3a0bcb4b294d4bc6b45,False,referral,iOS,Houston,2024-09-01
4669d94e1e35f2493af76862ff85beba,False,paid_search,Web,San Francisco,2024-06-13
a1e5fdb1a21a5a35f49da96f780f4229,False,paid_social,Web,Los Angeles,2024-08-25
636f22218f8430a8463c5ddc5f68fc62,False,email,Web,Phoenix,2024-07-16
c2e9a50bcf76b5783bc96f906f95bceb,False,organic_search,iOS,New York,2024-10-11
744fcfb3939c1c57f16cb00f263c3929,False,referral,Android,Los Angeles,2024-09-12
104ae9a43b6e639f45bd5e3bc19210f3,True,paid_search,iOS,Seattle,2025-01-13
8e0275b5c7fb6f05e312a1079a674410,False,paid_search,Android,Miami,2024-04-19
437869c8fa511c68c9e1f61cfc11d30e,False,paid_social,Android,Los Angeles,2024-07-26
a1864cdd58debf5031958069ee937742,False,paid_search,Android,Phoenix,2024-08-26
55caae104bb0aefc6d44031e49373db4,True,referral,iOS,Austin,2025-02-06
31d01917860b026341cdde17c942b59b,False,paid_social,Android,Los Angeles,2025-02-23
7b0cae22ae2b6cf88163a50600da4ee2,False,referral,Web,San Francisco,2024-10-27
8ee330dd325716db048bf014601e3fa9,True,referral,iOS,Los Angeles,2024-06-14
839bbfd4ff93b592c82a44dcaa9515c3,False,email,iOS,Houston,2024-04-22
bb03ed8d9549898e869f0e6774064096,False,paid_search,iOS,New York,2024-09-17
a20ba663a5abf7b8341d5ba64f23775b,False,paid_social,iOS,Miami,2025-01-24
cff4ca65539a18d2726699ecc1ba6aa7,False,paid_search,iOS,Miami,2024-04-18
7fe108cef30f4cca2f8696a711a07d0b,False,paid_social,Android,Chicago,2024-04-25
c1a56ed1e45dde68378dcbb50655ea47,False,paid_search,iOS,Phoenix,2024-06-29
8574faf241b0a789d42051aa783d46dd,False,paid_social,iOS,Boston,2024-08-26
0f6371fc9c2e78818a6e7aa33022a506,False,paid_social,iOS,New York,2024-04-19
30e105cba6d3ced811512c8cf4f50a82,True,referral,iOS,Miami,2024-06-06
13c50fe55067ed2a26e2f85810326e50,False,paid_social,Android,New York,2025-01-13
23f014663c70f3a8cf6f1be263c89933,True,email,Web,Los Angeles,2024-09-12
ad1ba362b0121447945a47fe07fef188,False,email,Android,San Francisco,2025-02-03
df3b1140ecb0bddb871f5e70af09ec27,False,organic_search,Android,Boston,2024-05-22
5e21109503a635f7ad93db18a7ee4a21,False,paid_search,iOS,Boston,2024-08-31
09ec740fbf182446388824c67a5fb78d,False,organic_search,iOS,Austin,2024-04-12
d885b619cb2e462ccc493b70faea10c5,False,email,Web,Los Angeles,2024-11-19
4914496b4e80679b99277e6a337715b7,False,email,iOS,Los Angeles,2025-02-01
ffd2aa973e106c7d7218a960320420bd,False,paid_social,iOS,Chicago,2024-05-02
94e89532396b3c02f648b2bc7f93f528,False,paid_search,Web,San Francisco,2024-11-07
